name;open;high;low;close;volume;marketCap;timestamp
"2781";0.0000110913609;0.0000115312868;0.0000110112511;0.00001112468645;495341822.54;4680043225.78;"2025-08-17 08:00:00"
"2781";0.00001112468645;0.0000111305037;0.00001058991313;0.00001068129021;633554790.29;4493518843.31;"2025-08-18 08:00:00"
"2781";0.00001068130908;0.00001084609011;0.00001018010655;0.00001018621748;582728063.26;4285238809.26;"2025-08-19 08:00:00"
"2781";0.0000101863942;0.00001071609395;0.00001006012703;0.00001066151376;570949555.24;4485191155.19;"2025-08-20 08:00:00"
"2781";0.00001066151376;0.0000107301499;0.00001021285203;0.00001038953826;472336143.14;4370773808.33;"2025-08-21 08:00:00"
"2781";0.00001038953826;0.00001161293018;0.00000986000476;0.00001156651069;1271423522.99;4865914222.04;"2025-08-22 08:00:00"
"2781";0.00001156651069;0.00001157511725;0.00001099305743;0.00001124127295;753989369.79;4729033464.61;"2025-08-23 08:00:00"
"2781";0.00001124113859;0.00001146064764;0.00001068470393;0.0000108315874;1020033076.74;4556741276.97;"2025-08-24 08:00:00"
"2781";0.00001083159182;0.00001105096245;0.00000960597396;0.00000976154245;1063073706.17;4106582313.13;"2025-08-25 08:00:00"
"2781";0.00000976154245;0.00001018626361;0.0000097096756;0.00001009258674;674156696.26;4245849301.4;"2025-08-26 08:00:00"
"2781";0.00001009258674;0.00001028136242;0.00000998088417;0.00001001990885;588714183.97;4215252382.92;"2025-08-27 08:00:00"
"2781";0.0000100198564;0.0000102392476;0.00000994400873;0.000010205026;449157928.8;4293151362.84;"2025-08-28 08:00:00"
"2781";0.0000102050623;0.00001022966628;0.00000951460228;0.00000977872619;685504391.98;4113811340.86;"2025-08-29 08:00:00"
"2781";0.00000977855075;0.000010049289;0.00000971024224;0.00000983475037;331807973.55;4137380144.21;"2025-08-30 08:00:00"
"2781";0.00000983475037;0.00000999941441;0.00000964633951;0.00000965315151;354014920.16;4060983340.52;"2025-08-31 08:00:00"
"2781";0.00000965315151;0.00000991566362;0.00000919523491;0.00000944267885;679029217.43;3972439616.38;"2025-09-01 08:00:00"
"2781";0.00000944267885;0.0000098089481;0.00000935062846;0.00000978600945;602969309.05;4116875334.66;"2025-09-02 08:00:00"
"2781";0.00000978600945;0.00001002528903;0.00000968933109;0.00000988016106;389833174.85;4156483963.95;"2025-09-03 08:00:00"
"2781";0.00000988016106;0.00000996073519;0.00000939639914;0.00000945551236;401704991.79;3977915035.2;"2025-09-04 08:00:00"
"2781";0.00000945569418;0.00000986462181;0.00000942858859;0.0000097480895;552026054.93;4100922795.02;"2025-09-05 08:00:00"
"2781";0.0000097480895;0.00000980134704;0.00000955542843;0.00000964372907;269302620.08;4057019413.42;"2025-09-06 08:00:00"
"2781";0.00000964372907;0.00000994276026;0.00000964086375;0.00000988207143;330227992.55;4157209731.49;"2025-09-07 08:00:00"
"2781";0.00000988188624;0.00001035087825;0.00000982787834;0.00001031313635;581448169.76;4338633672.47;"2025-09-08 08:00:00"
"2781";0.00001031313962;0.00001082089305;0.00001015507666;0.00001031240024;782197711.8;4338253654.56;"2025-09-09 08:00:00"
"2781";0.0000103122363;0.0000106556346;0.00001023858337;0.00001052909552;526905216.41;4429715920.39;"2025-09-10 08:00:00"
"2781";0.00001052964648;0.00001068691794;0.00001038103839;0.0000106865403;499817752.12;4495719565.23;"2025-09-11 08:00:00"
"2781";0.00001068652306;0.00001162149214;0.00001043072622;0.00001153980723;1060891418.35;4854680343.7;"2025-09-12 08:00:00"
"2781";0.00001153980723;0.00001262502256;0.0000114807615;0.00001193067316;1760491221.89;5019157208.21;"2025-09-13 08:00:00"
"2781";0.00001193077659;0.00001195336902;0.00001116422861;0.00001156234419;928072989.17;4864161415.74;"2025-09-14 08:00:00"
"2781";0.00001156234419;0.00001166025995;0.00001058681519;0.00001078566299;815391339.5;4537419482.14;"2025-09-15 08:00:00"
"2781";0.00001078493461;0.00001089647967;0.00001066211184;0.0000107705659;0;0;"2025-09-16 08:00:00"